Respondent_ID,Age_Group,Gender,City_Tier,Status,Income,Gaming_Platform,Gaming_Hours_Per_Week,Setup_Type,Price_Sensitivity,Preferred_Style,Preferred_Color,Purchase_Channel,Spending_Per_Purchase,Annual_Setup_Budget,Purchase_Likelihood,Own_Keycaps,Own_Coiled_Cable,Own_Deskmat,Own_Cable_Sleeves,Own_Streaming_Gear
1850,Under 18,Female,Tier 1,Student,Under 20000,Multiple,<2,Console,Balanced,Cyberpunk,Red,Offline Store,500-1500,Under 2000,Very unlikely,0,0,0,0,0
1851,18-21,Male,Tier 1,Student,50000-100000,Multiple,2-5,Basic PC/Laptop,Discount seeker,Minimal,Blue,Brand Website,3000-7000,5000-10000,Maybe,0,0,1,0,0
1852,18-21,Male,Tier 1,Working Professional,Under 20000,Mobile,<2,Basic PC/Laptop,Discount seeker,Minimal,White,Amazon,500-1500,2000-5000,Likely,1,0,1,1,0
1853,26-30,Male,Tier 2,Other,Under 20000,PC/Laptop,2-5,Basic PC/Laptop,Balanced,Cyberpunk,Pastel,Offline Store,Under 500,Under 2000,Likely,1,0,0,0,0
1854,18-21,Female,Tier 1,Working Professional,Under 20000,PC/Laptop,6-10,High-end PC,Cheapest option,Cyberpunk,Blue,Brand Website,500-1500,Under 2000,Likely,0,0,1,1,0
1855,18-21,Male,Tier 2,Other,100000-200000,PlayStation,10-20,Mobile only,Balanced,Anime,Green,Offline Store,3000-7000,10000-20000,Likely,0,0,0,1,0
1856,Under 18,Male,Tier 2,Working Professional,20000-50000,PC/Laptop,10-20,Mobile only,Balanced,No preference,White,Brand Website,500-1500,2000-5000,Unlikely,0,0,1,0,0
1857,26-30,Male,Tier 3,Working Professional,Under 20000,Mobile,2-5,Console,Balanced,Anime,Blue,Offline Store,Under 500,Under 2000,Likely,0,1,0,0,0
1858,26-30,Male,Tier 3,Freelancer/Creator,No income,PC/Laptop,6-10,Basic PC/Laptop,Balanced,RGB,Black,Amazon,500-1500,Under 2000,Maybe,0,1,1,0,0
1859,Under 18,Male,Tier 3,Student,Under 20000,PC/Laptop,6-10,Basic PC/Laptop,Premium buyer,RGB,Purple,Flipkart,Under 500,2000-5000,Maybe,0,0,1,0,0
1860,26-30,Female,Tier 1,Student,50000-100000,PC/Laptop,>20,High-end PC,Cheapest option,Cyberpunk,Blue,Flipkart,3000-7000,10000-20000,Unlikely,0,1,0,0,0
1861,31-40,Male,Tier 2,Working Professional,50000-100000,Mobile,6-10,Basic PC/Laptop,Discount seeker,Minimal,White,Amazon,3000-7000,10000-20000,Very likely,0,0,0,0,1
1862,18-21,Female,Tier 2,Student,20000-50000,Multiple,<2,Basic PC/Laptop,Premium buyer,No preference,White,Amazon,500-1500,2000-5000,Maybe,1,0,0,1,0
1863,22-25,Male,Tier 3,Working Professional,100000-200000,PC/Laptop,6-10,Console,Discount seeker,Cyberpunk,RGB,Flipkart,3000-7000,Above 20000,Very likely,0,0,1,1,0
1864,31-40,Male,Tier 1,Student,50000-100000,Mobile,2-5,Basic PC/Laptop,Balanced,Cyberpunk,White,Amazon,1500-3000,5000-10000,Likely,0,1,1,0,0
1865,Under 18,Male,Tier 2,Student,20000-50000,PlayStation,2-5,Mobile only,Balanced,Minimal,Red,Amazon,1500-3000,5000-10000,Likely,0,0,0,1,0
1866,22-25,Male,Tier 2,Student,No income,PC/Laptop,2-5,High-end PC,Premium buyer,Anime,Purple,Amazon,500-1500,2000-5000,Likely,0,0,0,0,0
1867,18-21,Male,Tier 2,Student,Under 20000,PC/Laptop,2-5,Mid-range PC,Cheapest option,Cyberpunk,Blue,Offline Store,Under 500,Under 2000,Very likely,0,0,0,0,0
1868,18-21,Male,Tier 2,Other,50000-100000,Mobile,2-5,High-end PC,Discount seeker,No preference,RGB,International Websites,1500-3000,5000-10000,Likely,1,0,0,0,0
1869,26-30,Male,Tier 3,Working Professional,20000-50000,Mobile,<2,Console,Balanced,Anime,White,Amazon,1500-3000,2000-5000,Maybe,1,0,1,0,0
1870,26-30,Male,Tier 1,Student,Under 20000,PC/Laptop,2-5,Mid-range PC,Discount seeker,Minimal,Purple,Flipkart,Under 500,Under 2000,Maybe,0,0,0,0,0
1871,22-25,Male,Tier 2,Business Owner,20000-50000,PC/Laptop,2-5,Mobile only,Balanced,Anime,Green,International Websites,500-1500,2000-5000,Likely,1,1,1,0,0
1872,31-40,Female,Tier 1,Student,50000-100000,Mobile,10-20,Console,Cheapest option,Cyberpunk,Purple,Amazon,3000-7000,10000-20000,Very likely,0,1,0,0,0
1873,18-21,Female,Tier 2,Working Professional,No income,Multiple,2-5,Basic PC/Laptop,Premium buyer,Cyberpunk,Red,Amazon,Under 500,2000-5000,Very likely,0,0,0,0,0
1874,Under 18,Male,Tier 1,Freelancer/Creator,Under 20000,Multiple,2-5,Mid-range PC,Premium buyer,Anime,Pastel,Flipkart,500-1500,Under 2000,Likely,0,0,0,1,0
1875,Under 18,Male,Tier 2,Student,20000-50000,PC/Laptop,2-5,Console,Balanced,No preference,Green,Amazon,1500-3000,2000-5000,Likely,1,0,0,0,0
1876,22-25,Male,Tier 3,Student,20000-50000,Mobile,10-20,Mid-range PC,Discount seeker,No preference,RGB,Amazon,1500-3000,2000-5000,Likely,1,1,1,0,0
1877,Under 18,Male,Tier 2,Student,100000-200000,PlayStation,2-5,Basic PC/Laptop,Discount seeker,RGB,Blue,Flipkart,3000-7000,10000-20000,Very likely,1,0,0,0,0
1878,Above 40,Male,Tier 3,Student,Above 200000,PC/Laptop,<2,High-end PC,Balanced,Anime,Pastel,Amazon,3000-7000,Above 20000,Likely,0,0,1,0,0
1879,22-25,Female,Tier 1,Other,20000-50000,Multiple,<2,Basic PC/Laptop,Discount seeker,Minimal,Pastel,Amazon,1500-3000,2000-5000,Maybe,1,0,0,0,0
1880,26-30,Male,Tier 1,Student,20000-50000,Multiple,<2,High-end PC,Balanced,Cyberpunk,RGB,Offline Store,500-1500,2000-5000,Likely,0,0,0,0,0
1881,26-30,Female,Tier 2,Student,20000-50000,PC/Laptop,6-10,Basic PC/Laptop,Cheapest option,RGB,Pastel,Amazon,1500-3000,2000-5000,Maybe,0,0,1,1,1
1882,22-25,Male,Tier 3,Working Professional,Under 20000,PC/Laptop,<2,High-end PC,Discount seeker,RGB,Green,Amazon,500-1500,2000-5000,Very likely,0,0,0,0,0
1883,22-25,Male,Tier 2,Student,No income,PlayStation,<2,Mid-range PC,Balanced,Cyberpunk,White,Amazon,500-1500,2000-5000,Maybe,0,1,1,0,0
1884,26-30,Male,Tier 1,Student,100000-200000,PC/Laptop,10-20,Mid-range PC,Cheapest option,Minimal,RGB,Offline Store,3000-7000,10000-20000,Very unlikely,0,1,1,0,0
1885,22-25,Male,Tier 2,Student,20000-50000,PC/Laptop,2-5,Mid-range PC,Discount seeker,RGB,Pastel,Amazon,500-1500,5000-10000,Unlikely,1,0,0,0,0
1886,Under 18,Male,Tier 3,Student,20000-50000,Multiple,10-20,Mobile only,Discount seeker,Cyberpunk,Blue,Amazon,500-1500,2000-5000,Unlikely,1,0,0,0,0
1887,18-21,Male,Tier 2,Working Professional,No income,Mobile,<2,High-end PC,Discount seeker,Cyberpunk,Purple,Amazon,500-1500,Under 2000,Very likely,0,0,1,0,0
1888,22-25,Female,Tier 2,Freelancer/Creator,20000-50000,Mobile,10-20,Console,Cheapest option,RGB,Purple,Flipkart,1500-3000,2000-5000,Unlikely,0,1,0,0,0
1889,Under 18,Male,Tier 3,Student,Under 20000,Mobile,6-10,High-end PC,Premium buyer,Cyberpunk,Pastel,Amazon,Under 500,2000-5000,Likely,0,0,0,0,0
1890,18-21,Male,Tier 3,Working Professional,50000-100000,PC/Laptop,6-10,Basic PC/Laptop,Discount seeker,RGB,White,Flipkart,3000-7000,10000-20000,Maybe,0,0,0,0,0
1891,31-40,Male,Tier 3,Other,100000-200000,Multiple,10-20,Mid-range PC,Balanced,Anime,Red,Flipkart,3000-7000,Above 20000,Likely,0,0,0,1,0
1892,22-25,Male,Tier 2,Other,No income,PlayStation,6-10,Basic PC/Laptop,Balanced,Cyberpunk,RGB,Amazon,Under 500,2000-5000,Likely,0,1,0,0,0
1893,Under 18,Female,Tier 1,Other,Under 20000,Mobile,2-5,High-end PC,Premium buyer,No preference,Pastel,Flipkart,Under 500,Under 2000,Likely,0,1,0,0,0
1894,18-21,Female,Tier 1,Student,No income,Multiple,10-20,Mobile only,Balanced,No preference,Red,Offline Store,7000+,Above 20000,Likely,0,1,0,0,0
1895,26-30,Male,Tier 1,Other,Under 20000,PC/Laptop,6-10,Console,Premium buyer,Cyberpunk,Red,Flipkart,500-1500,2000-5000,Very likely,0,0,0,0,1
1896,22-25,Female,Tier 2,Student,Under 20000,Multiple,6-10,Mobile only,Balanced,Cyberpunk,Purple,Amazon,Under 500,2000-5000,Likely,0,0,0,0,0
1897,Under 18,Male,Tier 2,Working Professional,20000-50000,Multiple,6-10,Mobile only,Balanced,Minimal,RGB,Amazon,500-1500,2000-5000,Likely,0,0,1,0,0
1898,26-30,Male,Tier 2,Other,Under 20000,PC/Laptop,10-20,Mid-range PC,Discount seeker,Minimal,Pastel,Amazon,Under 500,2000-5000,Very likely,0,0,0,0,0
1899,26-30,Female,Tier 3,Student,50000-100000,Xbox,2-5,Basic PC/Laptop,Balanced,Minimal,Blue,Brand Website,1500-3000,10000-20000,Likely,0,0,0,1,1
1900,18-21,Male,Tier 1,Freelancer/Creator,Under 20000,Multiple,6-10,Mobile only,Discount seeker,RGB,Purple,Flipkart,500-1500,Under 2000,Maybe,1,1,0,0,1
1901,31-40,Male,Tier 1,Student,50000-100000,PC/Laptop,2-5,Mid-range PC,Discount seeker,Cyberpunk,Pastel,Flipkart,3000-7000,10000-20000,Likely,0,0,1,0,0
1902,22-25,Female,Tier 2,Working Professional,50000-100000,PC/Laptop,<2,Basic PC/Laptop,Discount seeker,No preference,Pastel,Flipkart,3000-7000,5000-10000,Very unlikely,1,0,0,0,0
1903,18-21,Male,Tier 3,Business Owner,Under 20000,Mobile,<2,Mid-range PC,Discount seeker,Cyberpunk,Pastel,Brand Website,500-1500,Under 2000,Very likely,0,0,1,0,0
1904,Under 18,Male,Tier 2,Freelancer/Creator,Under 20000,Multiple,2-5,Mid-range PC,Balanced,Minimal,Pastel,Flipkart,500-1500,2000-5000,Very unlikely,0,0,0,0,0
1905,22-25,Female,Tier 1,Student,Under 20000,Multiple,6-10,Mid-range PC,Balanced,Cyberpunk,Purple,Amazon,Under 500,Under 2000,Likely,1,1,0,0,0
1906,22-25,Male,Tier 3,Freelancer/Creator,20000-50000,Mobile,6-10,Basic PC/Laptop,Premium buyer,RGB,White,Amazon,500-1500,5000-10000,Very likely,1,0,0,0,0
1907,22-25,Male,Tier 1,Student,100000-200000,Mobile,<2,Mobile only,Discount seeker,No preference,White,Amazon,7000+,10000-20000,Very likely,0,0,1,0,0
1908,18-21,Male,Tier 2,Student,20000-50000,Multiple,<2,High-end PC,Premium buyer,Cyberpunk,Blue,Flipkart,500-1500,5000-10000,Maybe,0,0,0,0,0
1909,22-25,Male,Tier 2,Working Professional,Under 20000,Xbox,>20,High-end PC,Balanced,RGB,Blue,Flipkart,500-1500,Under 2000,Maybe,0,1,1,1,0
1910,26-30,Male,Tier 1,Business Owner,No income,Multiple,2-5,Mobile only,Balanced,Cyberpunk,Pastel,Brand Website,500-1500,Under 2000,Very likely,0,0,1,0,0
1911,18-21,Male,Tier 1,Freelancer/Creator,Under 20000,PlayStation,>20,High-end PC,Discount seeker,Minimal,Purple,Brand Website,500-1500,2000-5000,Maybe,0,0,0,0,0
1912,Under 18,Male,Tier 3,Working Professional,Under 20000,Multiple,10-20,Mobile only,Cheapest option,Cyberpunk,Blue,Flipkart,Under 500,2000-5000,Maybe,0,1,1,0,0
1913,18-21,Female,Tier 3,Working Professional,20000-50000,Mobile,2-5,High-end PC,Balanced,RGB,Red,Offline Store,1500-3000,5000-10000,Unlikely,0,0,1,1,0
1914,18-21,Male,Tier 3,Student,Under 20000,Mobile,>20,Basic PC/Laptop,Discount seeker,No preference,Pastel,Amazon,Under 500,2000-5000,Very likely,0,0,0,1,0
1915,22-25,Male,Tier 2,Student,50000-100000,PlayStation,6-10,Basic PC/Laptop,Premium buyer,Cyberpunk,Black,Flipkart,3000-7000,5000-10000,Maybe,1,1,0,0,0
1916,Above 40,Male,Tier 2,Working Professional,20000-50000,PC/Laptop,2-5,Basic PC/Laptop,Premium buyer,Cyberpunk,Red,Amazon,1500-3000,5000-10000,Very likely,0,0,0,0,0
1917,18-21,Male,Tier 2,Student,100000-200000,PC/Laptop,>20,Console,Discount seeker,Cyberpunk,Blue,Offline Store,3000-7000,10000-20000,Very likely,0,0,0,0,0
1918,Under 18,Male,Tier 1,Working Professional,Above 200000,Xbox,2-5,Mid-range PC,Discount seeker,No preference,Pastel,Amazon,7000+,10000-20000,Very unlikely,0,0,1,1,0
1919,Under 18,Female,Tier 1,Student,No income,Xbox,6-10,Mid-range PC,Cheapest option,Minimal,White,Amazon,Under 500,Under 2000,Very likely,0,1,1,0,0
1920,Above 40,Female,Tier 1,Working Professional,20000-50000,PlayStation,>20,High-end PC,Discount seeker,No preference,Red,Amazon,500-1500,2000-5000,Maybe,1,0,0,1,0
1921,22-25,Male,Tier 1,Working Professional,50000-100000,PC/Laptop,6-10,High-end PC,Premium buyer,RGB,Red,Flipkart,3000-7000,10000-20000,Likely,0,0,0,0,0
1922,22-25,Male,Tier 1,Working Professional,Under 20000,Mobile,6-10,Mid-range PC,Discount seeker,Minimal,Purple,International Websites,Under 500,Under 2000,Very likely,0,1,0,0,0
1923,18-21,Male,Tier 2,Business Owner,50000-100000,Multiple,2-5,High-end PC,Cheapest option,Cyberpunk,Purple,Amazon,1500-3000,10000-20000,Unlikely,0,0,1,0,0
1924,18-21,Male,Tier 1,Working Professional,Under 20000,PC/Laptop,2-5,Basic PC/Laptop,Premium buyer,Minimal,Black,Brand Website,Under 500,Under 2000,Unlikely,0,0,1,0,0
1925,22-25,Male,Tier 1,Other,Under 20000,Multiple,<2,Console,Balanced,No preference,White,Amazon,Under 500,Under 2000,Maybe,1,0,1,0,0
1926,22-25,Male,Tier 1,Working Professional,100000-200000,PC/Laptop,6-10,High-end PC,Discount seeker,Minimal,White,Flipkart,3000-7000,Above 20000,Maybe,1,0,0,1,0
1927,22-25,Female,Tier 2,Student,Under 20000,Mobile,2-5,Basic PC/Laptop,Balanced,Minimal,Pastel,Amazon,Under 500,2000-5000,Likely,1,0,0,1,0
1928,31-40,Male,Tier 3,Student,50000-100000,Multiple,2-5,Mid-range PC,Discount seeker,Cyberpunk,White,Amazon,3000-7000,5000-10000,Maybe,0,1,0,0,0
1929,18-21,Male,Tier 2,Student,50000-100000,PC/Laptop,10-20,Basic PC/Laptop,Balanced,Cyberpunk,Pastel,Amazon,3000-7000,10000-20000,Maybe,0,0,0,0,0
1930,Under 18,Male,Tier 2,Student,Under 20000,PC/Laptop,6-10,Mid-range PC,Discount seeker,Minimal,Purple,Brand Website,Under 500,Under 2000,Maybe,0,0,0,1,0
1931,18-21,Prefer not to say,Tier 2,Student,No income,Xbox,10-20,Mobile only,Discount seeker,No preference,Black,Amazon,Under 500,2000-5000,Maybe,1,0,0,0,0
1932,26-30,Male,Tier 1,Freelancer/Creator,50000-100000,PlayStation,6-10,Mobile only,Cheapest option,Cyberpunk,Black,Brand Website,1500-3000,10000-20000,Very likely,0,0,1,0,0
1933,22-25,Female,Tier 2,Student,20000-50000,PlayStation,2-5,Mobile only,Discount seeker,Minimal,Black,Brand Website,500-1500,2000-5000,Maybe,1,0,1,1,0
1934,22-25,Female,Tier 1,Working Professional,100000-200000,PC/Laptop,2-5,Basic PC/Laptop,Premium buyer,Anime,White,Offline Store,3000-7000,10000-20000,Likely,0,1,0,0,0
1935,26-30,Female,Tier 1,Student,Under 20000,PC/Laptop,6-10,Mid-range PC,Discount seeker,Minimal,White,Amazon,Under 500,2000-5000,Likely,0,0,1,0,0
1936,26-30,Male,Tier 2,Student,No income,Mobile,2-5,Mid-range PC,Premium buyer,Minimal,White,Amazon,500-1500,2000-5000,Unlikely,0,0,0,0,0
1937,18-21,Female,Tier 1,Working Professional,20000-50000,Multiple,2-5,High-end PC,Balanced,Cyberpunk,Pastel,Amazon,1500-3000,2000-5000,Very likely,0,0,1,0,1
1938,26-30,Female,Tier 3,Working Professional,50000-100000,PlayStation,6-10,Mobile only,Balanced,Minimal,Purple,Amazon,3000-7000,5000-10000,Maybe,0,1,0,0,0
1939,31-40,Male,Tier 3,Student,No income,PC/Laptop,2-5,Basic PC/Laptop,Premium buyer,No preference,Purple,Flipkart,Under 500,Under 2000,Very likely,1,0,0,0,1
1940,26-30,Female,Tier 1,Freelancer/Creator,50000-100000,Multiple,2-5,Mobile only,Balanced,Cyberpunk,Pastel,Flipkart,3000-7000,10000-20000,Likely,0,0,0,0,0
1941,22-25,Male,Tier 3,Working Professional,No income,Mobile,<2,High-end PC,Balanced,Anime,Green,Flipkart,Under 500,2000-5000,Very likely,0,1,0,0,1
1942,18-21,Male,Tier 1,Working Professional,Under 20000,Multiple,2-5,Basic PC/Laptop,Cheapest option,No preference,Green,International Websites,500-1500,Under 2000,Very likely,1,0,0,0,0
1943,Under 18,Male,Tier 2,Student,20000-50000,Multiple,6-10,Basic PC/Laptop,Cheapest option,RGB,Purple,Flipkart,1500-3000,5000-10000,Very likely,0,0,1,1,0
1944,18-21,Male,Tier 1,Working Professional,20000-50000,PC/Laptop,10-20,Mid-range PC,Cheapest option,No preference,Green,Amazon,1500-3000,2000-5000,Maybe,0,0,1,0,1
1945,22-25,Female,Tier 3,Working Professional,20000-50000,Mobile,2-5,Mobile only,Discount seeker,Anime,Pastel,Brand Website,500-1500,5000-10000,Very likely,1,0,1,0,0
1946,31-40,Female,Tier 3,Student,20000-50000,Mobile,6-10,High-end PC,Balanced,Minimal,Green,Offline Store,1500-3000,2000-5000,Likely,1,0,1,0,0
1947,18-21,Female,Tier 2,Working Professional,No income,Mobile,10-20,Mid-range PC,Discount seeker,RGB,Black,Amazon,500-1500,Under 2000,Very unlikely,1,0,0,0,0
1948,18-21,Male,Tier 2,Student,No income,PC/Laptop,6-10,Basic PC/Laptop,Balanced,Minimal,RGB,Flipkart,500-1500,Under 2000,Unlikely,0,1,1,0,0
1949,22-25,Female,Tier 1,Other,20000-50000,PlayStation,<2,Mid-range PC,Balanced,Cyberpunk,Purple,Flipkart,500-1500,2000-5000,Maybe,0,0,0,0,0
1950,26-30,Male,Tier 3,Other,20000-50000,PC/Laptop,2-5,High-end PC,Discount seeker,Anime,White,Offline Store,1500-3000,5000-10000,Maybe,1,0,1,0,0
1951,22-25,Male,Tier 3,Other,20000-50000,Mobile,2-5,Mid-range PC,Balanced,Anime,Blue,Flipkart,500-1500,2000-5000,Likely,0,0,0,0,0
1952,18-21,Male,Tier 1,Student,No income,PlayStation,10-20,Mid-range PC,Discount seeker,Cyberpunk,Black,Amazon,500-1500,2000-5000,Likely,0,1,0,0,0
1953,Under 18,Female,Tier 1,Student,Under 20000,PC/Laptop,<2,Basic PC/Laptop,Balanced,Cyberpunk,Red,Flipkart,500-1500,2000-5000,Very likely,1,0,1,0,0
1954,Under 18,Male,Tier 1,Student,20000-50000,PlayStation,6-10,High-end PC,Cheapest option,RGB,Purple,Amazon,500-1500,2000-5000,Likely,0,0,1,0,0
1955,22-25,Female,Tier 2,Student,Under 20000,PC/Laptop,6-10,Mid-range PC,Balanced,Anime,Red,Amazon,500-1500,Under 2000,Unlikely,1,0,1,1,1
1956,18-21,Female,Tier 1,Working Professional,20000-50000,Mobile,2-5,Console,Balanced,No preference,Black,Amazon,1500-3000,2000-5000,Maybe,1,1,1,0,0
1957,Under 18,Male,Tier 1,Student,No income,Multiple,6-10,Console,Balanced,RGB,Pastel,Flipkart,500-1500,2000-5000,Likely,0,0,0,1,1
1958,18-21,Male,Tier 3,Working Professional,20000-50000,Mobile,<2,High-end PC,Balanced,Anime,Pastel,Amazon,500-1500,5000-10000,Likely,0,1,0,0,0
1959,22-25,Male,Tier 2,Freelancer/Creator,20000-50000,PC/Laptop,10-20,Mid-range PC,Balanced,RGB,Pastel,Flipkart,1500-3000,5000-10000,Very unlikely,0,1,0,0,0
1960,18-21,Male,Tier 1,Student,Under 20000,Mobile,6-10,Mobile only,Discount seeker,RGB,Green,Flipkart,Under 500,Under 2000,Maybe,1,0,0,0,0
1961,31-40,Male,Tier 1,Working Professional,Under 20000,Multiple,>20,Basic PC/Laptop,Premium buyer,RGB,Red,Amazon,Under 500,2000-5000,Likely,1,0,0,0,0
1962,31-40,Male,Tier 1,Working Professional,50000-100000,Mobile,10-20,High-end PC,Balanced,Cyberpunk,Blue,International Websites,1500-3000,5000-10000,Very unlikely,0,0,1,0,0
1963,22-25,Prefer not to say,Tier 2,Freelancer/Creator,Under 20000,PC/Laptop,<2,Mobile only,Balanced,Anime,Black,Amazon,Under 500,2000-5000,Very unlikely,0,1,0,0,0
1964,Above 40,Male,Tier 3,Student,Under 20000,PlayStation,10-20,Basic PC/Laptop,Balanced,RGB,White,Offline Store,Under 500,2000-5000,Very likely,0,0,1,0,0
1965,18-21,Male,Tier 3,Student,100000-200000,PC/Laptop,<2,Basic PC/Laptop,Premium buyer,Anime,Pastel,Amazon,7000+,10000-20000,Likely,0,0,0,0,0
1966,Under 18,Male,Tier 2,Working Professional,Under 20000,PC/Laptop,2-5,Mobile only,Balanced,No preference,RGB,Amazon,Under 500,Under 2000,Very likely,1,0,0,0,1
1967,Under 18,Male,Tier 2,Student,No income,PC/Laptop,10-20,Basic PC/Laptop,Discount seeker,Minimal,Pastel,Flipkart,500-1500,Under 2000,Very unlikely,1,0,0,0,0
1968,18-21,Female,Tier 1,Student,20000-50000,PC/Laptop,2-5,Mobile only,Discount seeker,Minimal,RGB,International Websites,1500-3000,5000-10000,Maybe,0,0,0,0,0
1969,Above 40,Male,Tier 1,Working Professional,20000-50000,PC/Laptop,<2,Console,Balanced,Cyberpunk,Blue,Amazon,500-1500,5000-10000,Likely,0,0,1,0,0
1970,Above 40,Female,Tier 1,Student,50000-100000,PlayStation,6-10,Basic PC/Laptop,Balanced,RGB,Green,Flipkart,1500-3000,5000-10000,Likely,0,1,0,0,0
1971,22-25,Male,Tier 2,Student,20000-50000,Mobile,10-20,Basic PC/Laptop,Balanced,RGB,RGB,Amazon,7000+,Above 20000,Likely,0,0,1,1,0
1972,22-25,Female,Tier 1,Working Professional,Under 20000,PC/Laptop,6-10,Mobile only,Balanced,Minimal,RGB,Flipkart,500-1500,Under 2000,Likely,1,1,0,1,0
1973,Under 18,Male,Tier 1,Working Professional,20000-50000,PC/Laptop,2-5,Basic PC/Laptop,Balanced,Anime,Blue,Amazon,1500-3000,5000-10000,Very likely,1,1,0,0,0
1974,31-40,Male,Tier 3,Working Professional,100000-200000,PC/Laptop,>20,Basic PC/Laptop,Cheapest option,Minimal,White,Flipkart,3000-7000,10000-20000,Maybe,1,0,1,0,0
1975,31-40,Male,Tier 2,Freelancer/Creator,20000-50000,Mobile,10-20,Console,Discount seeker,Cyberpunk,RGB,International Websites,500-1500,5000-10000,Unlikely,1,0,0,0,0
1976,18-21,Male,Tier 1,Working Professional,50000-100000,Multiple,2-5,Mid-range PC,Balanced,Anime,Pastel,Amazon,1500-3000,10000-20000,Maybe,0,0,0,0,0
1977,18-21,Male,Tier 2,Student,20000-50000,Multiple,6-10,Basic PC/Laptop,Cheapest option,No preference,White,Amazon,500-1500,5000-10000,Very likely,0,0,1,0,0
1978,Under 18,Female,Tier 3,Other,50000-100000,PC/Laptop,6-10,Mid-range PC,Cheapest option,RGB,Blue,Amazon,1500-3000,10000-20000,Likely,1,0,0,0,0
1979,22-25,Male,Tier 3,Student,20000-50000,Mobile,6-10,Basic PC/Laptop,Premium buyer,RGB,RGB,Amazon,1500-3000,5000-10000,Very likely,0,0,0,0,0
1980,26-30,Male,Tier 2,Other,20000-50000,Multiple,<2,Mobile only,Balanced,No preference,White,Amazon,1500-3000,5000-10000,Very unlikely,1,0,1,0,0
1981,18-21,Male,Tier 2,Student,No income,PlayStation,2-5,Basic PC/Laptop,Balanced,Cyberpunk,Pastel,Offline Store,500-1500,Under 2000,Likely,0,0,1,0,0
1982,18-21,Female,Tier 1,Freelancer/Creator,No income,PC/Laptop,2-5,High-end PC,Balanced,Anime,White,International Websites,Under 500,2000-5000,Very likely,0,0,0,0,1
1983,Under 18,Female,Tier 1,Student,Under 20000,PC/Laptop,<2,High-end PC,Balanced,Cyberpunk,Blue,Offline Store,500-1500,Under 2000,Very likely,0,0,1,0,0
1984,Above 40,Male,Tier 2,Working Professional,Under 20000,Multiple,10-20,Console,Cheapest option,No preference,Purple,Flipkart,500-1500,2000-5000,Very likely,1,0,0,0,1
1985,Under 18,Female,Tier 1,Student,50000-100000,Multiple,2-5,Mid-range PC,Balanced,RGB,Blue,Offline Store,1500-3000,5000-10000,Very likely,0,0,0,0,0
1986,31-40,Female,Tier 1,Business Owner,20000-50000,PC/Laptop,6-10,High-end PC,Discount seeker,RGB,Purple,Brand Website,500-1500,2000-5000,Unlikely,0,0,0,1,0
1987,Under 18,Male,Tier 2,Working Professional,20000-50000,PC/Laptop,6-10,Mid-range PC,Balanced,Anime,Blue,International Websites,1500-3000,5000-10000,Maybe,0,1,0,0,0
1988,18-21,Male,Tier 1,Freelancer/Creator,50000-100000,PlayStation,<2,Mobile only,Balanced,Minimal,Purple,Flipkart,3000-7000,5000-10000,Likely,0,0,1,0,1
1989,18-21,Male,Tier 1,Working Professional,No income,PC/Laptop,10-20,Mid-range PC,Discount seeker,Minimal,Green,International Websites,500-1500,2000-5000,Maybe,0,0,1,0,0
1990,26-30,Male,Tier 2,Student,20000-50000,Mobile,<2,Mid-range PC,Discount seeker,RGB,Red,Flipkart,1500-3000,5000-10000,Likely,1,0,1,0,0
1991,18-21,Male,Tier 3,Student,20000-50000,PC/Laptop,2-5,Basic PC/Laptop,Premium buyer,Minimal,Red,Flipkart,1500-3000,2000-5000,Unlikely,1,0,1,1,0
1992,18-21,Female,Tier 1,Business Owner,20000-50000,PC/Laptop,2-5,Mid-range PC,Balanced,Anime,RGB,Flipkart,500-1500,2000-5000,Likely,0,0,1,0,0
1993,26-30,Male,Tier 1,Business Owner,50000-100000,PC/Laptop,6-10,High-end PC,Premium buyer,Cyberpunk,Green,Flipkart,1500-3000,5000-10000,Very likely,1,1,1,0,0
